doi,abstract,detected_compounds,detection_number,actual_compound,actual_compnum
10.1002/anie.201901342,"The majority of natural product biosynthetic gene clusters in bacteria are silent under standard laboratory growth conditions, making it challenging to uncover any antibiotics that they may encode. Herein, bioactivity assays are combined with high-throughput elicitor screening (HiTES) to access cryptic, bioactive metabolites. Application of this strategy in Saccharopolyspora cebuensis, with inhibition of Escherichia coli growth as a read-out, led to the identification of a novel lanthipeptide, cebulantin. Extensive NMR spectroscopic analysis allowed the elucidation of the structure of cebulantin. Subsequent bioactivity assays revealed it to be an antibiotic selective for Gram-negative bacteria, especially against Vibrio species. This approach, referred to as bioactivity-HiTES, has the potential to uncover cryptic metabolites with desired biological activities that are hidden in microbial genomes.",[],0,['Cebulantin'],1
10.1039/c8cc08970a,"Trichobamide A (1), a novel pyrrocidine alkaloid with an unprecedented tetrahydro-5H-furo[2,3-b]pyrrol-5-one moiety, was isolated from the ascidian-derived fungus Trichobotrys effuse 4729. Trichobamide A (1) showed significant inhibition of the proliferation of two glioma cell lines, U251 and SNB19. It induced the up-regulation of P53 expression, which in turn induces the up-regulation of downstream pro-apoptotic gene expression and the down-regulation of anti-apoptotic gene expression.",['Trichobamide A'],1,['Trichobamide A'],1
10.1002/anie.201814581,"The angucyclines form the largest family of polycyclic aromatic polyketides, and have been studied extensively. Herein, we report the discovery of lugdunomycin, an angucycline-derived polyketide, produced by Streptomyces species QL37. Lugdunomycin has unique structural characteristics, including a heptacyclic ring system, a spiroatom, two all-carbon stereocenters, and a benzaza-[4,3,3]propellane motif. Considering the structural novelty, we propose that lugdunomycin represents a novel subclass of aromatic polyketides. Metabolomics, combined with MS-based molecular networking analysis of Streptomyces sp. QL37, elucidated 24 other rearranged and non-rearranged angucyclines, 11 of which were previously undescribed. A biosynthetic route for the lugdunomycin and limamycins is also proposed. This work demonstrates that revisiting well-known compound families and their producer strains still is a promising approach for drug discovery.",[],0,"['Lugdunomycin', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named', 'Not named']",12
10.1002/anie.201812216,"A diterpene synthase from Saccharopolyspora spinosa was found to convert geranylgeranyl diphosphate into the new natural products spinodiene A and B, accompanied by 2,7,18-dolabellatriene. The structures and the formation mechanism of the enzyme products were investigated by extensive isotopic labelling experiments, which revealed an unusual branched isomerisation mechanism towards the neutral intermediate 2,7,18-dolabellatriene. A Diels–Alder reaction was used to convert the main diterpene product with its rare conjugated diene moiety into formal sesterterpene alcohols.","['Spinodiene A', 'Spinodiene B']",2,"['Spinodiene A', 'Spinodiene B']",2
10.1002/anie.201905538,"Metabolic profiling of Streptomyces sp. IB2014/016-6 led to the identification of three new tetrahydroisoquinoline natural products, perquinolines A–C (1–3). Labelled precursor feeding studies and the cloning of the pqr biosynthetic gene cluster revealed that 1–3 are assembled by the action of several unusual enzymes. The biosynthesis starts with the condensation of succinyl-CoA and l-phenylalanine catalyzed by the amino-7-oxononanoate synthase-like enzyme PqrA, representing rare chemistry in natural product assembly. The second condensation and cyclization events are conducted by PqrG, an enzyme resembling an acyl-CoA ligase. Last, ATP-grasp RimK-type ligase PqrI completes the biosynthesis by transferring a γ-aminobutyric acid or β-alanine moiety. The discovered pathway represents a new route for assembling the tetrahydroisoquinoline cores of natural products.","['Perquinoline A', 'Perquinoline B', 'Perquinoline C']",3,"['Perquinoline A', 'Perquinoline B', 'Perquinoline C']",3
10.1039/C8SC03778G,"Two new dihydroxy-xanthone metabolites, agnestins A and B, were isolated from Paecilomyces variotii along with a number of related benzophenones and xanthones including monodictyphenone. The structures were elucidated by NMR analyses and X-ray crystallography. The agnestin (agn) biosynthetic gene cluster was identified and targeted gene disruptions of the PKS, Baeyer-Villiger monooxygenase, and other oxido-reductase genes revealed new details of fungal xanthone biosynthesis. In particular, identification of a reductase responsible for in vivo anthraquinone to anthrol conversion confirms a previously postulated essential step in aromatic deoxygenation of anthraquinones, e.g. emodin to chrysophanol.","['Agnestin A', 'Agnestin B']",2,"['Agnestin A', 'Agnestin B']",2
10.1016/j.fitote.2019.104177,"Five new funicone derivatives, pinophilones A–E (1a/1b and 2–4), along with 18 biosynthetically related known analogues (5–22), were obtained from the culture of a mangrove sediment-derived fungus Penicillium pinophilum SCAU037. Their structures were established by analysis of 1D/2D NMR and MS data, while the absolute configurations of the new compounds were determined by ECD calculation based on time-dependent density functional theory (TD-DFT). The dihydrofuran moiety in 1a and 1b was first reported for funicone derivatives. Compound 22 exhibited antibacterial activity against Mycobacterium smegmatis and Staphylococcus aureus with IC50 of 23.5 and 2.6 μM, respectively, while 16, 18 and 22 showed significant α-glucosidase inhibitory activity with IC50 of 51.9, 78.4 and 33.8 μM, respectively.","['Pinophilone A', 'Pinophilone B', 'Pinophilone C', 'Pinophilone D', 'Pinophilone E']",5,"['Pinophilone A', 'Pinophilone B', 'Pinophilone D', 'Pinophilone C', 'Pinophilone E']",5
10.1039/c8sc05670f,"The ever-increasing bacterial genomic repositories reveal a great number of uncharacterized biosynthetic gene clusters, representing a tremendous resource for natural product discovery. Genome mining of the marine Streptomyces sp. NA03103 indicates the presence of an orphan nonribosomal peptide synthetase (NRPS) gene cluster (asm), to which there are no homologous gene clusters in the public genome databases. Heterologous expression of the asm gene cluster in the S. lividans SBT18 strain led to the discovery of two novel cyclopeptides, ashimides A and B (1 and 2), with 2 showing cytotoxic activity. In addition, we use bioinformatic analysis, gene inactivation and stable isotope labelling experiments, as well as in vitro biochemical assays, to present a coherent and novel assembly line for ashimide biosynthesis, featuring an unusual desaturation, halogenation and cyclization cascade catalyzed by a P450 monooxygenase and a FAD-dependent halogenase.","['Ashimide A', 'Ashimide B']",2,"['Ashimide A', 'Ashimide B']",2
10.1016/j.fitote.2019.04.013,"Bistachybotrysins F-J (1–5), five new phenylspirodrimane dimers with a central cyclopentanone core were isolated from Stachybotrys chartarum CGMCC 3.5365. The structures of 1–5 were elucidated through extensive spectroscopic data analysis, including 1D/2D NMR, HR-MS, and ECD spectra. Compounds 3–5 displayed moderate cytotoxic activity against the cell lines HCT116, NCI-H460, and HepG2 with IC50 values ranging from 9.1 to 12.2 μM, making them promising as lead compounds for drug research and discovery.","['Bistachybotrysin F', 'Bistachybotrysin G', 'Bistachybotrysin H', 'Bistachybotrysin I', 'Bistachybotrysin J']",5,"['Bistachybotrysin F', 'Bistachybotrysin G', 'Bistachybotrysin H', 'Bistachybotrysin I', 'Bistachybotrysin J']",5
10.1039/c9sc00815b,"Cinnamoyl-containing nonribosomal peptides (CCNPs) are a small group of secondary metabolites with potent biological activities produced by actinobacteria. Two remarkable features in the biosynthesis of CCNPs include the nonribosomal peptide synthases (NRPSs) for assembly of the depsipeptide backbone and the type II polyketide synthases (PKSs) for N-terminal cinnamoyl moiety construction. Here, we present a genome mining approach targeting both NRPS and type II PKS for discovery of new CCNPs, which led to the identification of 51 putative CCNP gene clusters from public bacterial genome databases. After strain prioritization, a novel class of CCNP-type glycopeptides named kitacinnamycins, one of which showing potent activation ability towards the stimulator of interferon genes (STING) protein, was identified. Bioinformatic, genetic and biochemical analysis revealed the use of the NRPS assembly line to form the macrocyclic peptide backbone, followed by a P450 monooxygenase to generate terminal oxidized groups. A glycosyltransferase with relatively broad substrate specificity transfers sugars to the newly generated OH/COOH group. The protein crystallographic study further provided structural insights into this glycosylation. Our results not only demonstrated the feasibility of genome mining and strain prioritization for the discovery of new bioactive natural products but also disclosed the biosynthetic pathway for kitacinnamycins.",[],0,"['Kitacinnamycin H', 'Kitacinnamycin G']",2
10.1016/j.fitote.2019.04.014,"An examination of the endophytic fungus Trichoderma asperellum A-YMD-9-2 obtained from the marine red alga Gracilaria verrucosa led to the isolation of seven new chromanoid norbisabolane derivatives, trichobisabolins I–L (1–4)and trichaspsides C–E (5–7). Their structures and relative configurations were established on the basis of spectroscopic techniques, mainly including 1D/2D NMR and MS, and the absolute configuration of 1 was assigned by X-ray crystallographic analysis using Cu Kα radiation. All of these isolates feature a 1,9-epoxy ring system, and 5–7 represent the second occurrence of norbisabolane aminoglycosides. Compounds 1–7 exhibited potent inhibition of several marine phytoplankton species.","['Trichaspside C', 'Trichaspside D', 'Trichaspside E', 'Trichobisabolin I', 'Trichobisabolin J', 'Trichobisabolin K', 'Trichobisabolin L']",7,"['Trichobisabolin I', 'Trichobisabolin J', 'Trichobisabolin K', 'Trichobisabolin L', 'Trichaspside C', 'Trichaspside E']",6
